"MgmtID","StandID","Year","RmvCode","Age","Tpa","TPrdTpa","BA","SDI","CCF","TopHt","QMD","MCuFt","TPrdMCuFt","SCuFt","TPrdSCuFt","SBdFt","TPrdSBdFt","RTpa","RMCuFt","RSCuFt","RSBdFt","PrdLen","Acc","Mort","MAI","ForTyp","SizeCls","StkCls","RunTitle","CaseID"
"A009","360211302486","2005","0",83,8020.50146484375,8020.50146484375,188.192916870117,320,343,112,2.07413625717163,5784.03466796875,5784.03466796875,4362.4091796875,4362.4091796875,28032.623046875,28032.623046875,0,0,0,0,1,104.706359863281,68.0996170043945,69.6867446899414,"801","1","1","ByPlotYearly","61d69bc9-1927-4e99-bffd-17a11c3c3671"
"A009","360211302486","2006","0",84,9673.4658203125,9673.4658203125,188.620880126953,323,341,113,1.89077734947205,5775.244140625,5775.244140625,4449.48095703125,4449.48095703125,28591.44921875,28591.44921875,0,0,0,0,1,109.541694641113,74.310546875,68.75,"801","1","1","ByPlotYearly","61d69bc9-1927-4e99-bffd-17a11c3c3671"
"A009","360211302486","2007","0",85,11057.7548828125,11057.7548828125,188.916793823242,328,339,113,1.7698575258255,5810.21533203125,5810.21533203125,4500.990234375,4500.990234375,29236.2734375,29236.2734375,0,0,0,0,1,112.436973571777,80.1021270751953,68.3529434204102,"801","1","1","ByPlotYearly","61d69bc9-1927-4e99-bffd-17a11c3c3671"
"A009","360211302486","2008","0",86,12171.3564453125,12171.3564453125,189.197113037109,333,338,114,1.6882004737854,5835.51123046875,5835.51123046875,4574.43408203125,4574.43408203125,29690.966796875,29690.966796875,0,0,0,0,1,105.341888427734,85.9164962768555,67.860466003418,"801","1","1","ByPlotYearly","61d69bc9-1927-4e99-bffd-17a11c3c3671"
"A009","360211302486","2009","0",87,13065.236328125,13065.236328125,189.343566894531,340,336,114,1.63005673885345,5854.833984375,5854.833984375,4618.34375,4618.34375,30349.453125,30349.453125,0,0,0,0,1,105.81583404541,89.40869140625,67.2988510131836,"801","1","1","ByPlotYearly","61d69bc9-1927-4e99-bffd-17a11c3c3671"
"A009","360211302486","2010","0",88,13808.9599609375,13808.9599609375,189.665466308594,345,336,114,1.58690190315247,5869.658203125,5869.658203125,4660.29931640625,4660.29931640625,30582.33984375,30582.33984375,0,0,0,0,1,154.561340332031,94.2983779907227,66.7045440673828,"801","1","2","ByPlotYearly","61d69bc9-1927-4e99-bffd-17a11c3c3671"
"A009","360211302486","2011","0",89,14349.552734375,14349.552734375,189.821212768555,351,336,115,1.5573616027832,5929.9208984375,5929.9208984375,4696.30859375,4696.30859375,30799.33203125,30799.33203125,0,0,0,0,1,138.720199584961,101.437141418457,66.6292114257812,"801","1","2","ByPlotYearly","61d69bc9-1927-4e99-bffd-17a11c3c3671"
"A009","360211302486","2012","0",90,14762.94140625,14762.94140625,190.042846679688,357,336,115,1.53629982471466,5967.2041015625,5967.2041015625,4728.3251953125,4728.3251953125,30938.80859375,30938.80859375,0,0,0,0,1,102.997535705566,105.666427612305,66.3000030517578,"801","1","2","ByPlotYearly","61d69bc9-1927-4e99-bffd-17a11c3c3671"
"A009","360211302486","2013","0",91,15055.2900390625,15055.2900390625,190.147048950195,362,337,115,1.52172648906708,5964.53564453125,5964.53564453125,4756.564453125,4756.564453125,30976.7734375,30976.7734375,0,0,0,0,1,103.256813049316,106.410514831543,65.5494537353516,"801","1","2","ByPlotYearly","61d69bc9-1927-4e99-bffd-17a11c3c3671"
"A009","360211302486","2014","0",92,15262.7080078125,15262.7080078125,190.299301147461,367,338,116,1.51195430755615,5961.3818359375,5961.3818359375,4783.12939453125,4783.12939453125,31487.916015625,31487.916015625,0,0,0,0,1,116.318466186523,107.498825073242,64.7934799194336,"801","1","2","ByPlotYearly","61d69bc9-1927-4e99-bffd-17a11c3c3671"
